CLASS,COMID
"7",20225837.00000000000
"7",20225845.00000000000
"7",20225849.00000000000
"7",20225851.00000000000
"7",20225855.00000000000
"7",20225859.00000000000
"7",20225875.00000000000
"7",20225883.00000000000
"7",20225911.00000000000
"7",20225913.00000000000
"7",20225915.00000000000
"7",20225919.00000000000
"7",20225923.00000000000
"7",20225925.00000000000
"7",20225927.00000000000
"7",20225929.00000000000
"7",20225931.00000000000
"7",20225935.00000000000
"7",20225939.00000000000
"7",20225947.00000000000
"7",20225949.00000000000
"7",20225951.00000000000
"7",20225955.00000000000
"7",20225961.00000000000
"7",20225965.00000000000
"7",20225967.00000000000
"7",20225969.00000000000
"7",20225971.00000000000
"7",20225973.00000000000
"7",20225977.00000000000
"7",20225979.00000000000
"7",20225983.00000000000
"7",20226003.00000000000
"7",20226007.00000000000
"7",20226011.00000000000
"7",20226015.00000000000
"7",20226023.00000000000
"7",20226025.00000000000
"7",20226027.00000000000
"7",20226041.00000000000
"7",20226043.00000000000
"7",20226053.00000000000
"7",20226055.00000000000
"7",20226061.00000000000
"7",20226063.00000000000
"7",20226073.00000000000
"7",20226077.00000000000
"7",20226079.00000000000
"7",20226081.00000000000
"7",20226087.00000000000
"7",20226095.00000000000
"7",20226097.00000000000
"7",20226099.00000000000
"7",20226101.00000000000
"7",20226105.00000000000
"7",20226111.00000000000
"7",20226113.00000000000
"7",20226115.00000000000
"7",20226119.00000000000
"7",20226121.00000000000
"7",20226125.00000000000
"7",20226129.00000000000
"7",20226135.00000000000
"7",20226137.00000000000
"7",20226143.00000000000
"7",20226145.00000000000
"7",20226147.00000000000
"7",20226151.00000000000
"7",20226163.00000000000
"7",20226169.00000000000
"7",20226171.00000000000
"7",20226177.00000000000
"7",20226185.00000000000
"7",20226187.00000000000
"7",20226189.00000000000
"7",20226191.00000000000
"7",20226193.00000000000
"7",20226199.00000000000
"7",20226203.00000000000
"7",20226205.00000000000
"7",20226211.00000000000
"7",20226241.00000000000
"7",20226243.00000000000
"7",20226469.00000000000
"7",20226473.00000000000
"7",20226477.00000000000
"7",20226479.00000000000
"7",20226483.00000000000
"7",20226503.00000000000
"7",20226525.00000000000
"7",20226531.00000000000
"7",20226533.00000000000
"7",20226543.00000000000
"7",20226551.00000000000
"7",20226553.00000000000
"7",20226555.00000000000
"7",20226559.00000000000
"7",20226561.00000000000
"7",20226563.00000000000
"7",20226565.00000000000
"7",20226569.00000000000
"7",20226571.00000000000
"7",20226573.00000000000
"7",20226575.00000000000
"7",20226577.00000000000
"7",20226579.00000000000
"7",20226581.00000000000
"7",20226583.00000000000
"7",20226591.00000000000
"7",20226593.00000000000
"7",20226595.00000000000
"7",20226597.00000000000
"7",20226599.00000000000
"7",20226601.00000000000
"7",20226603.00000000000
"7",20226605.00000000000
"7",20226607.00000000000
"7",20226841.00000000000
"7",20226843.00000000000
"7",20226849.00000000000
"7",20226855.00000000000
"7",20226857.00000000000
"7",20226859.00000000000
"7",20226861.00000000000
"7",20226863.00000000000
"7",20226865.00000000000
"7",20226867.00000000000
"7",20226871.00000000000
"7",20226891.00000000000
"7",20226899.00000000000
"7",20226905.00000000000
"7",20226907.00000000000
"7",20226917.00000000000
"7",20226919.00000000000
"7",20226923.00000000000
"7",20226935.00000000000
"7",20227483.00000000000
"7",20227485.00000000000
"7",20227489.00000000000
"7",20227491.00000000000
"7",20227555.00000000000
"7",20227561.00000000000
"7",20227565.00000000000
"7",20227569.00000000000
"7",20227597.00000000000
"7",20227601.00000000000
"7",20227605.00000000000
"7",20227625.00000000000
"7",20227629.00000000000
"7",20227631.00000000000
"7",20227633.00000000000
"7",20227637.00000000000
"7",20227639.00000000000
"7",20227641.00000000000
"7",20227643.00000000000
"7",20227645.00000000000
"7",20227649.00000000000
"7",20227653.00000000000
"7",20227659.00000000000
"7",20227661.00000000000
"7",20227667.00000000000
"7",20227669.00000000000
"7",20227671.00000000000
"7",20227673.00000000000
"7",20227677.00000000000
"7",20227683.00000000000
"7",20227685.00000000000
"7",20227689.00000000000
"7",20227691.00000000000
"7",20227693.00000000000
"7",20227697.00000000000
"7",20227705.00000000000
"7",20227707.00000000000
"7",20227709.00000000000
"7",20227711.00000000000
"7",20227713.00000000000
"7",20227715.00000000000
"7",20227719.00000000000
"7",20227721.00000000000
"7",20227723.00000000000
"7",20227727.00000000000
"7",20227729.00000000000
"7",20227731.00000000000
"7",20227733.00000000000
"7",20227735.00000000000
"7",20227737.00000000000
"7",20227743.00000000000
"7",20227745.00000000000
"7",20227749.00000000000
"7",20227751.00000000000
"7",20227753.00000000000
"7",20227777.00000000000
"7",20227781.00000000000
"7",20227783.00000000000
"7",20227785.00000000000
"7",20227787.00000000000
"7",20227789.00000000000
"7",20227797.00000000000
"7",20227799.00000000000
"7",20227807.00000000000
"7",20227809.00000000000
"7",20227817.00000000000
"7",20227821.00000000000
"7",20227823.00000000000
"7",20227833.00000000000
"7",20227837.00000000000
"7",20227839.00000000000
"7",20227843.00000000000
"7",20227847.00000000000
"7",20227851.00000000000
"7",20227855.00000000000
"7",20227861.00000000000
"7",20227869.00000000000
"7",20227871.00000000000
"7",20227875.00000000000
"7",20227877.00000000000
"7",20227879.00000000000
"7",20227885.00000000000
"7",20227895.00000000000
"7",20227907.00000000000
"7",20227909.00000000000
"7",20227913.00000000000
"7",20227915.00000000000
"7",20227917.00000000000
"7",20227919.00000000000
"7",20227923.00000000000
"7",20227927.00000000000
"7",20227929.00000000000
"7",20227931.00000000000
"7",20227949.00000000000
"7",20227955.00000000000
"7",20227959.00000000000
"7",20227973.00000000000
"7",20227975.00000000000
"7",20227979.00000000000
"7",20227985.00000000000
"7",20227989.00000000000
"7",20227995.00000000000
"7",20227997.00000000000
"7",20227999.00000000000
"7",20228003.00000000000
"7",20228005.00000000000
"7",20228007.00000000000
"7",20228009.00000000000
"7",20228011.00000000000
"7",20228013.00000000000
"7",20228015.00000000000
"7",20228017.00000000000
"7",20228021.00000000000
"7",20228025.00000000000
"7",20228037.00000000000
"7",20228045.00000000000
"7",20228047.00000000000
"7",20228055.00000000000
"7",20228059.00000000000
"7",20228061.00000000000
"7",20228063.00000000000
"7",20228069.00000000000
"7",20228075.00000000000
"7",20228079.00000000000
"7",20228081.00000000000
"7",20228083.00000000000
"7",20228085.00000000000
"7",20228087.00000000000
"7",20228089.00000000000
"7",20228091.00000000000
"7",20228099.00000000000
"7",20228103.00000000000
"7",20228105.00000000000
"7",20228107.00000000000
"7",20228109.00000000000
"7",20228113.00000000000
"7",20228115.00000000000
"7",20228119.00000000000
"7",20228135.00000000000
"7",20228137.00000000000
"7",20228145.00000000000
"7",20228147.00000000000
"7",20228149.00000000000
"7",20228155.00000000000
"7",20228159.00000000000
"7",20228163.00000000000
"7",20228169.00000000000
"7",20228177.00000000000
"7",20228179.00000000000
"7",20228199.00000000000
"7",20228225.00000000000
"7",20228227.00000000000
"7",20228235.00000000000
"7",20228247.00000000000
"7",20228249.00000000000
"7",20228251.00000000000
"7",20228257.00000000000
"7",20228259.00000000000
"7",20228277.00000000000
"7",20228279.00000000000
"7",20228285.00000000000
"7",20228297.00000000000
"7",20228301.00000000000
"7",20228303.00000000000
"7",20228307.00000000000
"7",20228309.00000000000
"7",20228315.00000000000
"7",20228317.00000000000
"7",20228319.00000000000
"7",20228329.00000000000
"7",20228339.00000000000
"7",20228341.00000000000
"7",20228343.00000000000
"7",20228345.00000000000
"7",20228347.00000000000
"7",20228349.00000000000
"7",20228367.00000000000
"7",20228369.00000000000
"7",20228373.00000000000
"7",20228375.00000000000
"7",20228379.00000000000
"7",20228381.00000000000
"7",20228385.00000000000
"7",20228387.00000000000
"7",20228389.00000000000
"7",20228391.00000000000
"7",20228393.00000000000
"7",20228395.00000000000
"7",20228397.00000000000
"7",20228399.00000000000
"7",20228401.00000000000
"7",20228405.00000000000
"7",20228407.00000000000
"7",20228417.00000000000
"7",20228421.00000000000
"7",20228423.00000000000
"7",20228425.00000000000
"7",20228427.00000000000
"7",20228429.00000000000
"7",20228431.00000000000
"7",20228433.00000000000
"7",20228435.00000000000
"7",20228441.00000000000
"7",20228447.00000000000
"7",20228451.00000000000
"7",20228455.00000000000
"7",20228457.00000000000
"7",20228463.00000000000
"7",20228469.00000000000
"7",20228473.00000000000
"7",20228481.00000000000
"7",20228483.00000000000
"7",20228489.00000000000
"7",20228495.00000000000
"7",20228497.00000000000
"7",20228503.00000000000
"7",20228507.00000000000
"7",20228509.00000000000
"7",20228513.00000000000
"7",20228527.00000000000
"7",20228531.00000000000
"7",20228533.00000000000
"7",20228537.00000000000
"7",20228545.00000000000
"7",20228549.00000000000
"7",20228551.00000000000
"7",20228553.00000000000
"7",20228555.00000000000
"7",20228571.00000000000
"7",20228573.00000000000
"7",20228579.00000000000
"7",20228587.00000000000
"7",20228589.00000000000
"7",20228591.00000000000
"7",20228593.00000000000
"7",20228601.00000000000
"7",20228607.00000000000
"7",20228609.00000000000
"7",20228611.00000000000
"7",20228613.00000000000
"7",20228621.00000000000
"7",20228627.00000000000
"7",20228629.00000000000
"7",20228635.00000000000
"7",20228639.00000000000
"7",20228641.00000000000
"7",20228643.00000000000
"7",20228645.00000000000
"7",20228649.00000000000
"7",20228653.00000000000
"7",20228655.00000000000
"7",20228667.00000000000
"7",20228673.00000000000
"7",20228677.00000000000
"7",20228685.00000000000
"7",20228689.00000000000
"7",20228705.00000000000
"7",20228709.00000000000
"7",20228711.00000000000
"7",20228715.00000000000
"7",20228717.00000000000
"7",20228719.00000000000
"7",20228721.00000000000
"7",20228739.00000000000
"7",20228743.00000000000
"7",20228745.00000000000
"7",20228751.00000000000
"7",20228753.00000000000
"7",20228755.00000000000
"7",20228757.00000000000
"7",20228759.00000000000
"7",20228765.00000000000
"7",20228767.00000000000
"7",20228769.00000000000
"7",20228773.00000000000
"7",20228781.00000000000
"7",20228783.00000000000
"7",20228785.00000000000
"7",20228789.00000000000
"7",20228791.00000000000
"7",20228795.00000000000
"7",20228797.00000000000
"7",20228803.00000000000
"7",20228807.00000000000
"7",20228809.00000000000
"7",20228811.00000000000
"7",20228815.00000000000
"7",20228817.00000000000
"7",20228819.00000000000
"7",20228827.00000000000
"7",20228829.00000000000
"7",20228833.00000000000
"7",20228835.00000000000
"7",20228841.00000000000
"7",20228843.00000000000
"7",20228845.00000000000
"7",20228849.00000000000
"7",20228851.00000000000
"7",20228855.00000000000
"7",20228859.00000000000
"7",20228867.00000000000
"7",20228875.00000000000
"7",20228881.00000000000
"7",20228887.00000000000
"7",20228911.00000000000
"7",20228921.00000000000
"7",20228947.00000000000
"7",20228957.00000000000
"7",20228963.00000000000
"7",20228965.00000000000
"7",20228977.00000000000
"7",20228979.00000000000
"7",20228985.00000000000
"7",20228991.00000000000
"7",20229003.00000000000
"7",20229005.00000000000
"7",20229021.00000000000
"7",20229035.00000000000
"7",20229039.00000000000
"7",20229041.00000000000
"7",20229043.00000000000
"7",20229045.00000000000
"7",20229047.00000000000
"7",20229049.00000000000
"7",20229051.00000000000
"7",20229057.00000000000
"7",20229065.00000000000
"7",20229077.00000000000
"7",20229081.00000000000
"7",20229085.00000000000
"7",20229103.00000000000
"7",20229109.00000000000
"7",20229203.00000000000
"7",20229205.00000000000
"7",20229215.00000000000
"7",20229217.00000000000
"7",20229221.00000000000
"7",20229237.00000000000
"7",20229241.00000000000
"7",20229247.00000000000
"7",20229261.00000000000
"7",20229289.00000000000
"7",20229363.00000000000
"7",20229367.00000000000
"7",20229369.00000000000
"7",20229371.00000000000
"7",20229377.00000000000
"7",20229383.00000000000
"7",20229385.00000000000
"7",20229409.00000000000
"7",20229425.00000000000
"7",20229429.00000000000
"7",20229431.00000000000
"7",20229441.00000000000
"7",20229457.00000000000
"7",20229459.00000000000
"7",20229463.00000000000
"7",20229465.00000000000
"7",20229467.00000000000
"7",20229469.00000000000
"7",20229477.00000000000
"7",20229491.00000000000
"7",20229493.00000000000
"7",20229501.00000000000
"7",20229503.00000000000
"7",20229523.00000000000
"7",20229525.00000000000
"7",20229565.00000000000
"7",20229567.00000000000
"7",20229569.00000000000
"7",20229573.00000000000
"7",20229575.00000000000
"7",20229579.00000000000
"7",20229581.00000000000
"7",20229583.00000000000
"7",20229587.00000000000
"7",20229589.00000000000
"7",20229649.00000000000
"7",20229665.00000000000
"7",20229667.00000000000
"7",20229669.00000000000
"7",20229673.00000000000
"7",20229677.00000000000
"7",20229681.00000000000
"7",20229689.00000000000
"7",20229691.00000000000
"7",20229695.00000000000
"7",20229697.00000000000
"7",20229701.00000000000
"7",20229703.00000000000
"7",20229711.00000000000
"7",20229733.00000000000
"7",20229749.00000000000
"7",20229753.00000000000
"7",20229755.00000000000
"7",20229757.00000000000
"7",20229879.00000000000
"7",20229881.00000000000
"7",20229885.00000000000
"7",20229911.00000000000
"7",20230005.00000000000
"7",20230033.00000000000
"7",20230045.00000000000
"7",20230053.00000000000
"7",20230077.00000000000
"7",20230079.00000000000
"7",20230081.00000000000
"7",20230083.00000000000
"7",20230085.00000000000
"7",20230093.00000000000
"7",20230103.00000000000
"7",20230105.00000000000
"7",20230107.00000000000
"7",20230111.00000000000
"7",20230113.00000000000
"7",20230119.00000000000
"7",20230121.00000000000
"7",20230127.00000000000
"7",20230137.00000000000
"7",20230145.00000000000
"7",20230151.00000000000
"7",20230153.00000000000
"7",20230159.00000000000
"7",20230165.00000000000
"7",20230171.00000000000
"7",20230185.00000000000
"7",20230189.00000000000
"7",20230191.00000000000
"7",20230193.00000000000
"7",20230197.00000000000
"7",20230203.00000000000
"7",20230205.00000000000
"7",20230211.00000000000
"7",20230217.00000000000
"7",20230221.00000000000
"7",20230223.00000000000
"7",20230225.00000000000
"7",20230227.00000000000
"7",20230231.00000000000
"7",20230233.00000000000
"7",20230235.00000000000
"7",20230239.00000000000
"7",20230253.00000000000
"7",20230257.00000000000
"7",20230273.00000000000
"7",20230385.00000000000
"7",20230403.00000000000
"7",20230405.00000000000
"7",20230409.00000000000
"7",20230457.00000000000
"7",20230459.00000000000
"7",20230463.00000000000
"7",20230479.00000000000
"7",20230487.00000000000
"7",20230491.00000000000
"7",20230495.00000000000
"7",20230507.00000000000
"7",20230509.00000000000
"7",20230511.00000000000
"7",20230513.00000000000
"7",20230515.00000000000
"7",20230519.00000000000
"7",20230521.00000000000
"7",20230523.00000000000
"7",20230527.00000000000
"7",20230529.00000000000
"7",20230535.00000000000
"7",20230541.00000000000
"7",20230543.00000000000
"7",20230545.00000000000
"7",20230547.00000000000
"7",20230549.00000000000
"7",20230551.00000000000
"7",20230555.00000000000
"7",20230557.00000000000
"7",20230567.00000000000
"7",20230573.00000000000
"7",20230575.00000000000
"7",20230579.00000000000
"7",20230581.00000000000
"7",20230881.00000000000
"7",20230885.00000000000
"7",20235773.00000000000
"7",20244178.00000000000
"7",20244350.00000000000
"7",20244352.00000000000
"7",20244354.00000000000
"7",20245178.00000000000
"7",20245182.00000000000
"7",20245200.00000000000
"7",20245214.00000000000
"7",20245216.00000000000
"7",20245220.00000000000
"7",20245244.00000000000
"7",20245246.00000000000
"7",20245262.00000000000
"7",20245276.00000000000
"7",20245278.00000000000
"7",20245298.00000000000
"7",20245304.00000000000
"7",20245306.00000000000
"7",20245308.00000000000
"7",20245310.00000000000
"7",20245312.00000000000
"7",20245324.00000000000
"7",20245334.00000000000
"7",20245336.00000000000
"7",20245338.00000000000
"7",20245352.00000000000
"7",20245360.00000000000
"7",20245362.00000000000
"7",20245376.00000000000
"7",20245378.00000000000
"7",20245380.00000000000
"7",20245386.00000000000
